sigla,idpozo,area,cod_area,empresa,yacimiento,cod_yacimiento,formacion,cuenca,provincia,cota,profundidad,clasificacion,subclasificacion,tipo_recurso,sub_tipo_recurso,gasplus,tipopozo,tipoextraccion,tipoestado,adjiv_fecha_inicio_perf,adjiv_fecha_fin_perf,adjiv_fecha_inicio_term,adjiv_fecha_fin_term,geojson,geom,geometry,provincia_geojson,match_check
TA.CMA-1.Car.e-9,10458.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,CARINA-FENIX-ORION-ORION NORTE-ORION OESTE,FEX,springhill,AUSTRAL,Estado Nacional,32.1,1122.0,EXPLORACION,EXTENSION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.25658,-52.96557]}",0101000020E6100000B13385CE6BD050C0D6FF39CC977B4AC0,POINT (-67.25658 -52.96557),,True
TA.CMA-9.Car.x-1,10459.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,CARINA-FENIX-ORION-ORION NORTE-ORION OESTE,FEX,springhill,AUSTRAL,Estado Nacional,32.0,1098.0,EXPLORACION,EXPLORACION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.344279999999998,-52.903109999999998]}",0101000020E6100000AE2AFBAE08D650C06458C51B99734AC0,POINT (-67.34428 -52.90311),,True
TA.CMA-1.Car.e-10,10460.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,CARINA-FENIX-ORION-ORION NORTE-ORION OESTE,FEX,springhill,AUSTRAL,Estado Nacional,33.8,1115.0,EXPLORACION,EXTENSION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.281469999999999,-52.806780000000003]}",0101000020E61000008733BF9A03D250C09088299144674AC0,POINT (-67.28147 -52.80678),,True
TA.CMA-1.Car.e-11,10461.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,CARINA-FENIX-ORION-ORION NORTE-ORION OESTE,FEX,springhill,AUSTRAL,Estado Nacional,32.8,1147.0,EXPLORACION,EXTENSION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.200010000000006,-52.84704]}",0101000020E6100000DF37BEF6CCCC50C0B13385CE6B6C4AC0,POINT (-67.20001 -52.84704),,True
TA.CMA-1.Car.e-12,10462.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,CARINA-FENIX-ORION-ORION NORTE-ORION OESTE,FEX,springhill,AUSTRAL,Estado Nacional,32.4,1137.0,EXPLORACION,EXTENSION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.08184,-52.869070000000001]}",0101000020E61000004CE0D6DD3CC550C0A5F78DAF3D6F4AC0,POINT (-67.08184 -52.86907),,True
TA.CMA-9.Car.x-2,10463.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,CARINA-FENIX-ORION-ORION NORTE-ORION OESTE,FEX,springhill,AUSTRAL,Estado Nacional,34.0,1150.0,EXPLORACION,EXPLORACION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.366309999999999,-52.834629999999997]}",0101000020E6100000A88C7F9F71D750C05721E527D56A4AC0,POINT (-67.36631 -52.83463),,True
TA.CMA-1.Car1.PH-1,10464.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,CARINA-FENIX-ORION-ORION NORTE-ORION OESTE,FEX,springhill,AUSTRAL,Estado Nacional,50.53,2604.0,No informado,No informado,No informado,No informado,no,Gasífero,Surgencia Natural,Extracción Efectiva,,,,,"{""type"":""Point"",""coordinates"":[-67.219589999999997,-52.757190000000001]}",0101000020E6100000D52137C30DCE50C0DB6D179AEB604AC0,POINT (-67.21959 -52.75719),,True
TA.CMA-1.Car1.PH-3,10465.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,CARINA-FENIX-ORION-ORION NORTE-ORION OESTE,FEX,springhill,AUSTRAL,Estado Nacional,50.5,1974.0,No informado,No informado,No informado,No informado,no,Gasífero,Surgencia Natural,Extracción Efectiva,,,,,"{""type"":""Point"",""coordinates"":[-67.219549999999998,-52.75714]}",0101000020E61000008E75711B0DCE50C0293FA9F6E9604AC0,POINT (-67.21955 -52.75714),,True
TA.CMA-1.Car.e-13,10466.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,CARINA-FENIX-ORION-ORION NORTE-ORION OESTE,FEX,springhill,AUSTRAL,Estado Nacional,32.8,1110.0,EXPLORACION,EXTENSION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.201570000000004,-52.713380000000001]}",0101000020E6100000B476DB85E6CC50C06CCF2C09505B4AC0,POINT (-67.20157 -52.71338),,True
TA.CMA-1.Car.e-3,10467.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,CARINA-FENIX-ORION-ORION NORTE-ORION OESTE,FEX,springhill,AUSTRAL,Estado Nacional,34.9,1061.0,EXPLORACION,EXTENSION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.212789999999998,-52.805529999999997]}",0101000020E61000009DBAF2599ECD50C033F9669B1B674AC0,POINT (-67.21279 -52.80553),,True
TA.CMA-1.Car.e-7,10468.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,CARINA-FENIX-ORION-ORION NORTE-ORION OESTE,FEX,springhill,AUSTRAL,Estado Nacional,32.8,1132.0,EXPLORACION,EXTENSION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.359170000000006,-52.724620000000002]}",0101000020E610000014ED2AA4FCD650C086032159C05C4AC0,POINT (-67.35917 -52.72462),,True
TA.CMA-9.Fen.x-1,10469.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,CARINA-FENIX-ORION-ORION NORTE-ORION OESTE,FEX,springhill,AUSTRAL,Estado Nacional,34.7,1356.0,EXPLORACION,EXPLORACION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.450010000000006,-53.172899999999998]}",0101000020E6100000DF37BEF6CCDC50C03CBD529621964AC0,POINT (-67.45001 -53.1729),,True
TA.CMA-9.Fen.e-2,10470.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,CARINA-FENIX-ORION-ORION NORTE-ORION OESTE,FEX,springhill,AUSTRAL,Estado Nacional,31.1,1106.0,EXPLORACION,EXTENSION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.363470000000007,-53.184179999999998]}",0101000020E6100000F0C4AC1743D750C0E449D23593974AC0,POINT (-67.36347 -53.18418),,True
TA.CMA-9.HNP-10,10471.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,HIDRA-HIDRA SUR,HID,springhill,AUSTRAL,Tierra del Fuego,39.9,3400.0,No informado,No informado,No informado,No informado,no,Petrolífero,Gas Lift,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-68.219700000000003,-52.820500000000003]}",0101000020E610000099BB96900F0E51C01B2FDD2406694AC0,POINT (-68.2197 -52.8205),,True
TA.CMA-9.HNP-11,10472.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,HIDRA-HIDRA SUR,HID,springhill,AUSTRAL,Tierra del Fuego,40.1,2454.0,No informado,No informado,No informado,No informado,no,Petrolífero,Gas Lift,Parado Transitoriamente,,,,,"{""type"":""Point"",""coordinates"":[-68.219700000000003,-52.820500000000003]}",0101000020E610000099BB96900F0E51C01B2FDD2406694AC0,POINT (-68.2197 -52.8205),,True
TA.CMA-1.HCP-12,10473.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,HIDRA-HIDRA SUR,HID,springhill,AUSTRAL,Tierra del Fuego,44.5,1986.0,No informado,No informado,No informado,No informado,no,Petrolífero,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-68.179400000000001,-52.836399999999998]}",0101000020E6100000C139234A7B0B51C0EC2FBB270F6B4AC0,POINT (-68.1794 -52.8364),,True
TA.CMA-1.HCP-3,10474.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,HIDRA-HIDRA SUR,HID,springhill,AUSTRAL,Tierra del Fuego,45.2,2733.0,No informado,No informado,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Otras Situación Inactivo,,,,,"{""type"":""Point"",""coordinates"":[-68.179400000000001,-52.836399999999998]}",0101000020E6100000C139234A7B0B51C0EC2FBB270F6B4AC0,POINT (-68.1794 -52.8364),,True
TA.CMA-9.HCP-4I,10475.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,HIDRA-HIDRA SUR,HID,springhill,AUSTRAL,Tierra del Fuego,45.0,5982.0,No informado,No informado,No informado,No informado,no,Petrolífero,Gas Lift,En Estudio,,,,,"{""type"":""Point"",""coordinates"":[-68.179500000000004,-52.836399999999998]}",0101000020E6100000736891ED7C0B51C0EC2FBB270F6B4AC0,POINT (-68.1795 -52.8364),,True
TA.CMA-9.HidN.x-1,10476.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,HIDRA-HIDRA SUR,HID,springhill,AUSTRAL,Tierra del Fuego,35.0,2029.0,EXPLORACION,EXPLORACION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-68.152000000000001,-52.834499999999998]}",0101000020E61000007D3F355EBA0951C0894160E5D06A4AC0,POINT (-68.152 -52.8345),,True
TA.CMA-1.HidS.e-2,10477.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,HIDRA-HIDRA SUR,HID,springhill,AUSTRAL,Tierra del Fuego,36.2,1812.0,EXPLORACION,EXTENSION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-68.117000000000004,-52.8797]}",0101000020E6100000736891ED7C0751C0462575029A704AC0,POINT (-68.117 -52.8797),,True
TA.CMA-9.Hid.e-2,10478.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,HIDRA-HIDRA SUR,HID,springhill,AUSTRAL,Tierra del Fuego,37.0,1796.0,EXPLORACION,EXTENSION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-68.236900000000006,-52.819699999999997]}",0101000020E6100000091B9E5E290F51C0FE43FAEDEB684AC0,POINT (-68.2369 -52.8197),,True
TA.CMA-9.Hid.e-3,10479.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,HIDRA-HIDRA SUR,HID,springhill,AUSTRAL,Tierra del Fuego,36.0,1721.0,EXPLORACION,EXTENSION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-68.203500000000005,-52.822299999999998]}",0101000020E61000001B2FDD24060D51C01AC05B2041694AC0,POINT (-68.2035 -52.8223),,True
TA.CMA-9.Hid.e-4,10480.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,HIDRA-HIDRA SUR,HID,springhill,AUSTRAL,Tierra del Fuego,34.5,1790.0,EXPLORACION,EXTENSION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-68.170199999999994,-52.841700000000003]}",0101000020E6100000DE718A8EE40A51C088855AD3BC6B4AC0,POINT (-68.1702 -52.8417),,True
TA.CMA-9.HNP-7,10481.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,CAÑADON ALFA-ARA-ARA SUR-ANTARES-ARGO,ALF,springhill,AUSTRAL,Tierra del Fuego,40.0,1650.0,No informado,No informado,No informado,No informado,no,Petrolífero,Surgencia Natural,En Estudio,,,,,"{""type"":""Point"",""coordinates"":[-68.219700000000003,-52.820500000000003]}",0101000020E610000099BB96900F0E51C01B2FDD2406694AC0,POINT (-68.2197 -52.8205),,True
TA.CMA-9.HNP-5,10482.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,HIDRA-HIDRA SUR,HID,springhill,AUSTRAL,Tierra del Fuego,40.1,1825.0,No informado,No informado,No informado,No informado,no,Petrolífero,Sin Sistema de Extracción,Abandono Temporario,,,,,"{""type"":""Point"",""coordinates"":[-68.219700000000003,-52.820500000000003]}",0101000020E610000099BB96900F0E51C01B2FDD2406694AC0,POINT (-68.2197 -52.8205),,True
TA.CMA-9.HNP-6,10483.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,HIDRA-HIDRA SUR,HID,springhill,AUSTRAL,Tierra del Fuego,40.1,2809.0,No informado,No informado,No informado,No informado,no,Petrolífero,Gas Lift,Parado Transitoriamente,,,,,"{""type"":""Point"",""coordinates"":[-68.2196,-52.820500000000003]}",0101000020E6100000E78C28ED0D0E51C01B2FDD2406694AC0,POINT (-68.2196 -52.8205),,True
TA.CMA-9.HNP-9,10484.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,HIDRA-HIDRA SUR,HID,springhill,AUSTRAL,Tierra del Fuego,40.1,2180.0,No informado,No informado,No informado,No informado,no,Petrolífero,Gas Lift,Extracción Efectiva,,,,,"{""type"":""Point"",""coordinates"":[-68.219700000000003,-52.820500000000003]}",0101000020E610000099BB96900F0E51C01B2FDD2406694AC0,POINT (-68.2197 -52.8205),,True
TA.CMA-9.HCP-5,10485.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,HIDRA-HIDRA SUR,HID,springhill,AUSTRAL,Tierra del Fuego,44.5,1917.0,No informado,No informado,No informado,No informado,no,Petrolífero,Gas Lift,Extracción Efectiva,,,,,"{""type"":""Point"",""coordinates"":[-68.179400000000001,-52.836399999999998]}",0101000020E6100000C139234A7B0B51C0EC2FBB270F6B4AC0,POINT (-68.1794 -52.8364),,True
TA.CMA-9.HCP-9,10486.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,HIDRA-HIDRA SUR,HID,springhill,AUSTRAL,Tierra del Fuego,44.5,1840.0,No informado,No informado,No informado,No informado,no,Petrolífero,Sin Sistema de Extracción,Abandono Temporario,,,,,"{""type"":""Point"",""coordinates"":[-68.179400000000001,-52.836399999999998]}",0101000020E6100000C139234A7B0B51C0EC2FBB270F6B4AC0,POINT (-68.1794 -52.8364),,True
TA.CMA-1.HCI-12,10487.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,HIDRA-HIDRA SUR,HID,springhill,AUSTRAL,Tierra del Fuego,44.5,1986.0,No informado,No informado,No informado,No informado,no,Inyección de Agua,Surgencia Natural,En Inyección Efectiva,,,,,"{""type"":""Point"",""coordinates"":[-68.179400000000001,-52.836399999999998]}",0101000020E6100000C139234A7B0B51C0EC2FBB270F6B4AC0,POINT (-68.1794 -52.8364),,True
TA.CMA-9.HCI-2,10488.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,HIDRA-HIDRA SUR,HID,springhill,AUSTRAL,Tierra del Fuego,45.2,2153.0,No informado,No informado,No informado,No informado,no,Inyección de Agua,Surgencia Natural,Parado Transitoriamente,,,,,"{""type"":""Point"",""coordinates"":[-68.179400000000001,-52.836399999999998]}",0101000020E6100000C139234A7B0B51C0EC2FBB270F6B4AC0,POINT (-68.1794 -52.8364),,True
TA.CMA-9.HCP-6,10489.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,HIDRA-HIDRA SUR,HID,springhill,AUSTRAL,Tierra del Fuego,44.5,2085.0,EXPLOTACION,DESARROLLO,CONVENCIONAL,No informado,no,Petrolífero,Sin Sistema de Extracción,Abandonado,1990-04-18,1990-07-16,1990-07-23,1990-08-01,"{""type"":""Point"",""coordinates"":[-68.179400000000001,-52.836399999999998]}",0101000020E6100000C139234A7B0B51C0EC2FBB270F6B4AC0,POINT (-68.1794 -52.8364),,True
TA.CMA-9.HNI-2,10490.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,HIDRA-HIDRA SUR,HID,springhill,AUSTRAL,Tierra del Fuego,40.1,2890.0,No informado,No informado,No informado,No informado,no,Inyección de Agua,Sin Sistema de Extracción,Parado Transitoriamente,,,,,"{""type"":""Point"",""coordinates"":[-68.219700000000003,-52.820500000000003]}",0101000020E610000099BB96900F0E51C01B2FDD2406694AC0,POINT (-68.2197 -52.8205),,True
TA.CMA-9.HNI-4,10491.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,HIDRA-HIDRA SUR,HID,springhill,AUSTRAL,Tierra del Fuego,40.1,2187.0,No informado,No informado,No informado,No informado,no,Inyección de Agua,Gas Lift,En Inyección Efectiva,,,,,"{""type"":""Point"",""coordinates"":[-68.219700000000003,-52.820500000000003]}",0101000020E610000099BB96900F0E51C01B2FDD2406694AC0,POINT (-68.2197 -52.8205),,True
TA.CMA-1.HNP-10/G1,10492.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,HIDRA-HIDRA SUR,HID,springhill,AUSTRAL,Tierra del Fuego,50.0,4500.0,No informado,No informado,No informado,No informado,no,Petrolífero,Gas Lift,En Estudio,,,,,"{""type"":""Point"",""coordinates"":[-68.219700000000003,-52.820500000000003]}",0101000020E610000099BB96900F0E51C01B2FDD2406694AC0,POINT (-68.2197 -52.8205),,True
TA.CMA-9.HCI-1,10493.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,HIDRA-HIDRA SUR,HID,springhill,AUSTRAL,Tierra del Fuego,45.2,2185.0,No informado,No informado,No informado,No informado,no,Inyección de Agua,Sin Sistema de Extracción,Parado Transitoriamente,,,,,"{""type"":""Point"",""coordinates"":[-68.179400000000001,-52.836500000000001]}",0101000020E6100000C139234A7B0B51C0508D976E126B4AC0,POINT (-68.1794 -52.8365),,True
TA.CMA-9.HCI-6,10494.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,HIDRA-HIDRA SUR,HID,springhill,AUSTRAL,Tierra del Fuego,44.5,2085.0,SERVICIO,INYECTOR DE AGUA,CONVENCIONAL,No informado,no,Inyección de Agua,Surgencia Natural,En Inyección Efectiva,1990-04-18,1990-07-16,1994-09-01,1994-09-01,"{""type"":""Point"",""coordinates"":[-68.179400000000001,-52.836399999999998]}",0101000020E6100000C139234A7B0B51C0EC2FBB270F6B4AC0,POINT (-68.1794 -52.8364),,True
TA.CMA-9.HCP-8,10495.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,HIDRA-HIDRA SUR,HID,springhill,AUSTRAL,Tierra del Fuego,44.5,2305.0,No informado,No informado,No informado,No informado,no,Petrolífero,Sin Sistema de Extracción,Abandono Temporario,,,,,"{""type"":""Point"",""coordinates"":[-68.179400000000001,-52.836399999999998]}",0101000020E6100000C139234A7B0B51C0EC2FBB270F6B4AC0,POINT (-68.1794 -52.8364),,True
TA.CMA-9.Hid.x-1,10496.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,HIDRA-HIDRA SUR,HID,springhill,AUSTRAL,Tierra del Fuego,37.5,2105.0,EXPLORACION,EXPLORACION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-68.200000000000003,-52.8354]}",0101000020E6100000CDCCCCCCCC0C51C0098A1F63EE6A4AC0,POINT (-68.2 -52.8354),,True
TA.CMA-9.HidS.x-1,10497.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,HIDRA-HIDRA SUR,HID,springhill,AUSTRAL,Tierra del Fuego,33.7,1835.0,EXPLORACION,EXPLORACION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-68.115700000000004,-52.857700000000001]}",0101000020E61000006C09F9A0670751C0BDE3141DC96D4AC0,POINT (-68.1157 -52.8577),,True
TA.CMA-1.HNI-3,10498.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,HIDRA-HIDRA SUR,HID,springhill,AUSTRAL,Tierra del Fuego,40.1,2794.0,No informado,No informado,No informado,No informado,no,Inyección de Agua,Sin Sistema de Extracción,Parado Transitoriamente,,,,,"{""type"":""Point"",""coordinates"":[-68.2196,-52.820500000000003]}",0101000020E6100000E78C28ED0D0E51C01B2FDD2406694AC0,POINT (-68.2196 -52.8205),,True
TA.CMA-9.HNP-12,10499.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,CAÑADON ALFA-ARA-ARA SUR-ANTARES-ARGO,ALF,springhill,AUSTRAL,Tierra del Fuego,39.15,5896.0,No informado,No informado,No informado,No informado,no,Petrolífero,Surgencia Natural,Extracción Efectiva,,,,,"{""type"":""Point"",""coordinates"":[-68.219700000000003,-52.820500000000003]}",0101000020E610000099BB96900F0E51C01B2FDD2406694AC0,POINT (-68.2197 -52.8205),,True
TA.CMA-9.HNP-8,10500.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,HIDRA-HIDRA SUR,HID,springhill,AUSTRAL,Tierra del Fuego,40.1,1900.0,No informado,No informado,No informado,No informado,no,Petrolífero,Gas Lift,Extracción Efectiva,,,,,"{""type"":""Point"",""coordinates"":[-68.219700000000003,-52.820500000000003]}",0101000020E610000099BB96900F0E51C01B2FDD2406694AC0,POINT (-68.2197 -52.8205),,True
TA.CMA-1.HNP-3,10501.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,HIDRA-HIDRA SUR,HID,springhill,AUSTRAL,Tierra del Fuego,40.1,2794.0,No informado,No informado,No informado,No informado,no,Petrolífero,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-68.2196,-52.820500000000003]}",0101000020E6100000E78C28ED0D0E51C01B2FDD2406694AC0,POINT (-68.2196 -52.8205),,True
TA.CMA-9.Kau.e-2,10502.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,KAUS,KAU,springhill,AUSTRAL,Tierra del Fuego,34.1,1545.0,EXPLORACION,EXTENSION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-68.246300000000005,-52.885399999999997]}",0101000020E61000004F401361C30F51C06FF085C954714AC0,POINT (-68.2463 -52.8854),,True
TA.CMA-9.Kau.x-1,10503.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,KAUS,KAU,springhill,AUSTRAL,Tierra del Fuego,34.6,1570.0,EXPLORACION,EXPLORACION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-68.208500000000001,-52.902200000000001]}",0101000020E6100000D34D6210580D51C0C139234A7B734AC0,POINT (-68.2085 -52.9022),,True
TA.CMA-9.Spi.x-1,10507.0,SPICA,SPIC,,SPICA_TF,SPAT,springhill,AUSTRAL,Tierra del Fuego,38.6,1584.0,EXPLORACION,EXPLORACION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-68.05941,-52.794310000000003]}",0101000020E61000008BC3995FCD0351C0617138F3AB654AC0,POINT (-68.05941 -52.79431),,True
TA.CMA-9.Ple.e-2,10508.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,VEGA PLEYADE,VPY,springhill,AUSTRAL,Estado Nacional,35.3,1351.0,EXPLORACION,EXTENSION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.812560000000005,-53.295110000000001]}",0101000020E61000006B82A8FB00F450C07D5C1B2AC6A54AC0,POINT (-67.81256 -53.29511),,True
TA.CMA-1.Ple.e-3,10509.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,VEGA PLEYADE,VPY,springhill,AUSTRAL,Estado Nacional,35.5,1535.0,EXPLORACION,EXTENSION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.629149999999996,-53.355139999999999]}",0101000020E6100000D1915CFE43E850C02FC03E3A75AD4AC0,POINT (-67.62915 -53.35514),,True
TA.CMA-1.Ple.e-5,10510.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,VEGA PLEYADE,VPY,springhill,AUSTRAL,Estado Nacional,32.4,1426.0,EXPLORACION,EXTENSION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.772919999999999,-53.37968]}",0101000020E6100000289B728577F150C0FF78AF5A99B04AC0,POINT (-67.77292 -53.37968),,True
TA.CMA-1.Ple.e-6,10511.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,VEGA PLEYADE,VPY,springhill,AUSTRAL,Estado Nacional,34.4,1442.0,EXPLORACION,EXTENSION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.755629999999996,-53.26681]}",0101000020E61000001878EE3D5CF050C0751F80D426A24AC0,POINT (-67.75563 -53.26681),,True
TA.CMA-1.Ple.e-8,10512.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,VEGA PLEYADE,VPY,springhill,AUSTRAL,Estado Nacional,35.0,1381.0,EXPLORACION,EXTENSION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.782600000000002,-53.297939999999997]}",0101000020E610000060764F1E16F250C0CA15DEE522A64AC0,POINT (-67.7826 -53.29794),,True
TA.CMA-9.Ple.x-1,10513.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,VEGA PLEYADE,VPY,springhill,AUSTRAL,Estado Nacional,34.4,1380.0,EXPLORACION,EXPLORACION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.708960000000005,-53.318159999999999]}",0101000020E6100000058BC3995FED50C09B728577B9A84AC0,POINT (-67.70896 -53.31816),,True
TA.CMA-1.Ple.e-4,10514.0,CUENCA MARINA AUSTRAL 1,CAU,TOTAL AUSTRAL S.A.,VEGA PLEYADE,VPY,springhill,AUSTRAL,Estado Nacional,33.1,1467.0,EXPLORACION,EXTENSION,No informado,No informado,no,Otro tipo,Sin Sistema de Extracción,Abandonado,,,,,"{""type"":""Point"",""coordinates"":[-67.745639999999995,-53.292549999999999]}",0101000020E6100000B9A5D590B8EF50C0EF38454772A54AC0,POINT (-67.74564 -53.29255),,True
